RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Gender_Encoded,Geography_France,Geography_Germany,Geography_Spain,CardType_Encoded,Age_Tenure_Interaction,Salary_Balance_Ratio,Credit_Age_Interaction,Age_Squared,CreditScore_Squared,Tenure_Squared,Age_Group,CreditScore_Category,Has_Balance,Active_Months,Complain_With_Low_Satisfaction,Tenure_Group,CreditScore_StandardScaled,Age_StandardScaled,Tenure_StandardScaled,Balance_StandardScaled,EstimatedSalary_StandardScaled,Point Earned_StandardScaled,Age_Tenure_Interaction_StandardScaled,Salary_Balance_Ratio_StandardScaled,Credit_Age_Interaction_StandardScaled,Age_Squared_StandardScaled,CreditScore_Squared_StandardScaled,Tenure_Squared_StandardScaled,Active_Months_StandardScaled,CreditScore_MinMaxScaled,Age_MinMaxScaled,Tenure_MinMaxScaled,Balance_MinMaxScaled,EstimatedSalary_MinMaxScaled,Point Earned_MinMaxScaled,Age_Tenure_Interaction_MinMaxScaled,Salary_Balance_Ratio_MinMaxScaled,Credit_Age_Interaction_MinMaxScaled,Age_Squared_MinMaxScaled,CreditScore_Squared_MinMaxScaled,Tenure_Squared_MinMaxScaled,Active_Months_MinMaxScaled
8046,15795737,McNaughtan,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0,0,4,GOLD,862,0,False,False,True,1,141,1.484544003302828,36237,2209,594441,9,46-55,Excellent,1,3,0,Regular,1.24648848603414,0.7702853764032556,-0.695981771888179,-0.061253835546538654,0.13535859239417516,1.1308967888988644,-0.4205619193844354,-0.6080149112503465,1.38798325926349,0.6194723518646461,1.2888808378426053,-0.8144134730549238,0.1422652650080519,0.842,0.39189189189189194,0.30000000000000004,0.2896155965157009,0.5393655594109237,0.8433598183881952,0.16022727272727272,7.422528064048712e-06,0.45216223386615373,0.23157248157248156,0.7865683333333333,0.09,0.30000000000000004
8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0,0,4,GOLD,601,0,True,False,False,1,141,1.394183697108952,38117,2209,657721,9,46-55,Excellent,1,0,0,Regular,1.660359514473847,0.7702853764032556,-0.695981771888179,0.7513420583482133,1.2503578411615264,-0.024412436431491966,-0.4205619193844354,-0.6080164458364212,1.6269123644037884,0.6194723518646461,1.792612500079987,-0.8144134730549238,-0.7877756916800193,0.922,0.39189189189189194,0.30000000000000004,0.491695014497719,0.8600009300888234,0.547105561861521,0.16022727272727272,6.97070954449017e-06,0.4833355442064071,0.23157248157248156,0.8920350000000001,0.09,0.0
8048,15576111,Reagan,734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0,0,4,PLATINUM,659,1,False,True,False,2,165,0.5072198772136869,24222,1089,538756,25,26-35,Good,1,0,0,Regular,0.8636577847274112,-0.5646648934149681,-0.004425957213915414,0.727834136203965,-0.6653092534482259,0.23232294697525388,-0.2329646019874677,-0.608031509113474,-0.13900248449219407,-0.5683322722071109,0.845608119579511,-0.28237788719510093,-0.7877756916800193,0.7679999999999999,0.2027027027027027,0.5,0.48584897557410667,0.3091210710622864,0.6129398410896708,0.1875,2.5357236874565514e-06,0.25293493400543876,0.09398034398034397,0.6937599999999999,0.25,0.0
8049,15595713,Heller,548,Spain,Male,33,6,0.0,1,1,1,31728.35,0,0,4,GOLD,855,1,False,False,True,1,198,31728.35,18084,1089,300304,36,26-35,Poor,0,6,0,Loyal,-1.0608424975172261,-0.5646648934149681,0.3413519501232164,-1.2258476714090278,-1.188744955613281,1.0999114840049469,0.024981709433362847,-0.06919861044644282,-0.91908059478536,-0.5683322722071109,-1.0525559500132222,0.08339657808352734,1.072306221696123,0.396,0.2027027027027027,0.6000000000000001,0.0,0.15859899620413748,0.8354143019296254,0.22499999999999998,0.15864771475776177,0.1511573920541222,0.09398034398034397,0.29634,0.36,0.6000000000000001
8050,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,0,0,155221.05,1,1,4,SILVER,897,0,True,False,False,3,93,1.4968571708780798,20212,961,425104,9,26-35,Good,1,0,0,Regular,0.01522217642601194,-0.7553720748175714,-0.695981771888179,0.4361149518929851,0.9586696994760757,1.2858233133684525,-0.7957565541783707,-0.608014702136231,-0.648633182158469,-0.704081372101026,-0.059102861403468036,-0.8144134730549238,-0.7877756916800193,0.604,0.1756756756756757,0.30000000000000004,0.4133031463093243,0.7761214696003467,0.8830874006810443,0.10568181818181818,7.484096216916519e-06,0.18644292631160048,0.07825552825552826,0.50434,0.09,0.0
8051,15708193,Liu,707,France,Male,33,2,0.0,2,0,0,130866.95,0,0,4,GOLD,993,1,True,False,False,1,66,130866.95,23331,1089,499849,4,26-35,Good,0,0,0,New,0.584294840530609,-0.5646648934149681,-1.0417596792253108,-1.2258476714090278,0.5351762358825864,1.7107646376278938,-1.0068035362499594,1.6144689360045235,-0.25223962953475043,-0.5683322722071109,0.535894342988648,-0.9806745936361185,-0.7877756916800193,0.7139999999999999,0.2027027027027027,0.2,0.0,0.6543393394069134,0.9920544835414302,0.075,0.6543593537488892,0.23816077468992508,0.09398034398034397,0.6289149999999999,0.04,0.0
8052,15697801,Sokolova,605,Germany,Female,56,1,74129.18,2,1,1,62199.78,1,1,1,PLATINUM,969,0,False,True,False,2,56,0.8390614996483214,33880,3136,366025,1,56+,Fair,1,1,1,New,-0.4710762819906437,1.6284676927149706,-1.3875375865624426,-0.03777123623423829,-0.6588772359543092,1.6045293065630335,-1.0849690851653626,-0.6080258734582373,1.0884322481913178,1.6025927862526093,-0.5293930458744269,-1.0804312659848354,-0.4777620394506622,0.5099999999999999,0.5135135135135136,0.1,0.29545533806176044,0.3109706977016305,0.9648127128263337,0.06363636363636363,4.194994188982169e-06,0.4130795251044638,0.34545454545454546,0.40587500000000004,0.01,0.1
8053,15770121,Bancroft,623,France,Female,34,9,0.0,1,1,0,24255.21,0,0,1,DIAMOND,333,0,True,False,False,0,306,24255.21,21182,1156,388129,81,26-35,Fair,0,0,0,Loyal,-0.2848343191927756,-0.4693113027136664,1.378685672134612,-1.2258476714090278,-1.3186953928094427,-1.210706966655766,0.8691696377197173,-0.1961146985098669,-0.5253559311020384,-0.4972761027313897,-0.35343721998796856,1.5797466633142794,-0.7877756916800193,0.5459999999999999,0.21621621621621623,0.9,0.0,0.1212297274389704,0.24290578887627698,0.3477272727272727,0.12128060973701146,0.20252702792332694,0.1022113022113022,0.442715,0.81,0.0
8054,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0,0,3,SILVER,713,1,False,True,False,3,87,0.34889989762650797,19894,841,470596,9,26-35,Good,1,0,0,Regular,0.36701255059976284,-0.9460792562201749,-0.695981771888179,1.7452420565199205,-0.6157648602412793,0.4713524418711897,-0.8426558835276127,-0.6080341978564217,-0.6890477861130514,-0.8313461532515714,0.30302989426187604,-0.8144134730549238,-0.7877756916800193,0.672,0.14864864864864863,0.30000000000000004,0.7388618223438848,0.323368331675675,0.674233825198638,0.09886363636363636,1.7440940238724143e-06,0.1811699940306427,0.0635135135135135,0.58016,0.09,0.0
8055,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1,1,3,DIAMOND,310,0,False,True,False,0,47,0.7462254637785772,24675,2209,275625,1,46-55,Poor,1,0,0,New,-1.2988183388700576,0.7702853764032556,-1.3875375865624426,0.6667564271721422,-0.20813694705811367,-1.3125158255929237,-1.1553180791892255,-0.6080274500895467,-0.08143073734934557,0.6194723518646461,-1.2490097062135437,-1.0804312659848354,-0.7877756916800193,0.35,0.39189189189189194,0.1,0.4706599400577342,0.4405880761612734,0.21679909194097616,0.053409090909090906,3.730796555583775e-06,0.26044637527359554,0.23157248157248156,0.2552083333333333,0.01,0.0
8056,15659807,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0,0,4,GOLD,988,1,False,False,True,1,328,0.6075111379354502,26937,1681,431649,64,36-45,Good,1,8,0,Loyal,0.0669560549809753,0.1981638321954454,1.03290776479748,0.5275521720929361,-0.5847333189215114,1.6886322769893813,1.0411338453336043,-0.608029805870329,0.20604672851626885,0.05950731480224638,-0.0070022967804644985,1.0144588533382175,1.6923335261548371,0.614,0.3108108108108108,0.8,0.4360420998023541,0.3322919338796855,0.9863791146424516,0.3727272727272727,3.0371988467675742e-06,0.29795383697021954,0.1667076167076167,0.5152483333333333,0.64,0.8
8057,15736078,Ting,730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1,1,2,GOLD,910,0,False,True,False,1,231,0.11614812646608044,24090,1089,532900,49,26-35,Good,1,0,1,Loyal,0.8222706818834405,-0.5646648934149681,0.6871298574603482,0.8635723687280734,-1.4771632695943973,1.3433674510285851,0.2829280208541934,-0.60803815067201,-0.15577835783183205,-0.5683322722071109,0.7989922438832072,0.5156754915946334,-0.7877756916800193,0.7599999999999999,0.2027027027027027,0.7000000000000001,0.5196048722411558,0.07565982551333651,0.8978433598183881,0.2625,5.802914085437394e-07,0.2507461696623997,0.09398034398034397,0.6839999999999999,0.49,0.0
8058,15620836,Lo Duca,816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0,0,4,PLATINUM,555,0,False,True,False,2,68,0.9492402446337288,27744,1156,665856,4,26-35,Excellent,1,0,0,New,1.7120933930288105,-0.4693113027136664,-1.0417596792253108,0.5116651401963015,0.049013856862819144,-0.22803015430580764,-0.9911704264668787,-0.6080240022962757,0.3086083177972374,-0.4972761027313897,1.8573700391492207,-0.9806745936361185,-0.7877756916800193,0.932,0.21621621621621623,0.2,0.43209125266756715,0.51453578816777,0.4948921679909194,0.07727272727272727,4.745908628551638e-06,0.31133514624925385,0.1022113022113022,0.9055933333333335,0.04,0.0
8059,15698184,Marshall,484,France,Female,50,2,90408.16,2,0,0,48170.57,0,0,5,GOLD,959,0,True,False,False,1,100,0.5328062997156483,24200,2500,234256,4,46-55,Poor,1,0,0,New,-1.7230361430207572,1.0563461485071606,-1.0417596792253108,0.22313374783116904,-0.9028311794127173,1.5602645852860084,-0.7410406699375884,-0.6080310745801116,-0.14179846338213375,0.9280894461547187,-1.5783218922928461,-0.9806745936361185,-0.7877756916800193,0.2679999999999999,0.4324324324324324,0.2,0.36033817555167524,0.24081794811404486,0.9534619750283768,0.11363636363636363,2.6636606104549266e-06,0.2525701399482656,0.2673218673218673,0.18625999999999998,0.04,0.0
8060,15717643,Band,728,France,Female,34,6,90425.15,2,1,1,11597.69,0,0,1,SILVER,439,0,True,False,False,3,204,0.12825593039181699,24752,1156,529984,36,26-35,Good,1,6,0,Loyal,0.8015771304614552,-0.4693113027136664,0.3413519501232164,0.22340604841015302,-1.5387970178049821,-0.7415009211192993,0.07188103878260477,-0.6080379450455785,-0.07164481123455675,-0.4972761027313897,0.7757798303704985,0.08339657808352734,1.072306221696123,0.7559999999999999,0.21621621621621623,0.6000000000000001,0.3604058922887775,0.057936082895916556,0.36322360953461974,0.2318181818181818,6.408327045536697e-07,0.2617231544737017,0.1022113022113022,0.6791400000000001,0.36,0.6000000000000001
8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,1,4,GOLD,408,0,False,False,True,1,234,1.2309455279784325,28470,1521,532900,36,36-45,Good,1,0,0,Loyal,0.8222706818834405,0.0074566507928420294,0.3413519501232164,1.0194635687055091,1.258264619810541,-0.8787215570780773,0.30637768552881434,-0.6080192181048182,0.4008756211652463,-0.11017906006514748,0.7989922438832072,0.08339657808352734,-0.7877756916800193,0.7599999999999999,0.2837837837837838,0.6000000000000001,0.5583724850197146,0.8622746472288103,0.3280363223609535,0.2659090909090909,6.154488008523344e-06,0.3233733501359687,0.14705159705159704,0.6839999999999999,0.36,0.0
8062,15814757,Carter,477,Spain,Male,31,9,0.0,2,0,1,184061.17,0,0,1,SILVER,295,1,False,False,True,3,279,184061.17,14787,961,227529,81,26-35,Poor,0,9,0,Loyal,-1.795463572997706,-0.7553720748175714,1.378685672134612,-1.2258476714090278,1.4601705682929023,-1.3789129075084614,0.6581226556481288,2.5178646050251974,-1.3380961584276811,-0.704081372101026,-1.631871242670072,1.5797466633142794,2.0023471783841944,0.254,0.1756756756756757,0.9,0.0,0.920335842072918,0.19977298524404083,0.3170454545454545,0.920340454763576,0.0964880281223055,0.07825552825552826,0.17504833333333336,0.81,0.9
8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1,1,4,DIAMOND,825,0,False,True,False,0,276,0.22043683806857475,30498,2116,439569,36,46-55,Good,1,6,0,Loyal,0.12903670924693136,0.6749317857019538,0.3413519501232164,0.30376997884989604,-1.3746293743484332,0.9671173201738713,0.6346729909735078,-0.6080363795402893,0.6586140388378661,0.5208421464729734,0.0560437646120776,0.08339657808352734,1.072306221696123,0.626,0.37837837837837845,0.6000000000000001,0.38039109823434686,0.10514504135144906,0.8013620885357549,0.3136363636363636,1.1017545738168566e-06,0.35700072958811435,0.22014742014742011,0.5284483333333334,0.36,0.6000000000000001
8064,15663888,Connor,549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0,0,1,GOLD,872,1,False,True,False,1,204,0.5369042694188367,18666,1156,301401,36,26-35,Poor,1,0,0,Loyal,-1.0504957218062334,-0.4693113027136664,0.3413519501232164,2.043961401153614,0.16429319411138193,1.1751615101758894,0.07188103878260477,-0.6080310049844284,-0.8451142441515016,-0.4972761027313897,-1.0438234336814523,0.08339657808352734,-0.7877756916800193,0.398,0.21621621621621623,0.6000000000000001,0.8131484779338097,0.5476861540277096,0.8547105561861521,0.2318181818181818,2.684151229427794e-06,0.16080785302115808,0.1022113022113022,0.2981683333333333,0.36,0.0
8065,15748882,Reid,714,Spain,Male,29,9,0.0,2,1,0,129192.55,0,0,3,DIAMOND,323,1,False,False,True,0,261,129192.55,20706,841,509796,81,26-35,Good,0,0,0,Loyal,0.6567222705075577,-0.9460792562201749,1.378685672134612,-1.2258476714090278,0.5060600929973665,-1.254971687932791,0.517424667600403,1.586032656495054,-0.5858507470843692,-0.8313461532515714,0.6150760567098117,1.5797466633142794,-0.7877756916800193,0.7279999999999999,0.14864864864864863,0.9,0.0,0.6459665398045513,0.23155505107832006,0.29659090909090907,0.6459870389459089,0.1946342110499436,0.0635135135135135,0.6454933333333333,0.81,0.0
8066,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,1,1,GOLD,404,1,False,True,False,1,147,1.0685601172028154,21070,2401,184900,9,46-55,Poor,1,0,1,Regular,-2.281762031414362,0.9609925578058589,-0.695981771888179,0.9717119198507287,0.8073125328849959,-0.8964274455888874,-0.3736625900351935,-0.6080219758908485,-0.5395900054508221,0.8230960017055188,-1.9712134839709152,-0.8144134730549238,-0.7877756916800193,0.15999999999999992,0.4189189189189189,0.30000000000000004,0.5464974245120798,0.7325963629526618,0.32349602724177073,0.16704545454545452,5.342530424657639e-06,0.20066989454135437,0.25515970515970515,0.10399999999999998,0.09,0.0
8067,15695819,Bidwill,504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0,0,1,SILVER,640,1,False,True,False,3,215,1.346514083777945,21672,1849,254016,25,36-45,Poor,1,0,0,Regular,-1.5161006288009038,0.38887101359804876,-0.004425957213915414,0.9336480171979937,1.414432975133992,0.14821997654890612,0.15786314258954828,-0.6080172554078788,-0.46308185582610956,0.23767800841300993,-1.4210251532629683,-0.28237788719510093,-0.7877756916800193,0.30799999999999994,0.3378378378378379,0.5,0.5370315493434008,0.9071832860038134,0.5913734392735528,0.2443181818181818,6.732352515498569e-06,0.21065198646945682,0.18734643734643733,0.21919333333333335,0.25,0.0
8068,15696834,Cone,530,France,Female,29,5,0.0,2,0,0,121451.21,0,0,4,GOLD,696,0,True,False,False,1,145,121451.21,15370,841,280900,25,26-35,Poor,0,0,0,Regular,-1.2470844603150943,-0.9460792562201749,-0.004425957213915414,-1.2258476714090278,0.37144592579534214,0.39610241570024696,-0.3892956998182741,1.4545617367519599,-1.26400271784428,-0.8313461532515714,-1.2070188004249505,-0.28237788719510093,-0.7877756916800193,0.36,0.14864864864864863,0.5,0.0,0.6072561429616529,0.6549375709421112,0.16477272727272727,0.6072788835010311,0.10615507063739471,0.0635135135135135,0.264,0.25,0.0
8069,15797710,Saunders,619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0,0,2,SILVER,337,1,False,True,False,3,116,1.3310092568610954,17951,841,383161,16,26-35,Fair,1,4,0,Regular,-0.3262214220367463,-0.9460792562201749,-0.35020386455104724,0.36012882622955267,0.5498796793716136,-1.1930010781449558,-0.6159757916729434,-0.6080175187258386,-0.9359835580745407,-0.8313461532515714,-0.39298429486147224,-0.5816479042412513,0.452278917237409,0.5379999999999999,0.14864864864864863,0.4,0.39440662940080573,0.6585675432003757,0.24744608399545973,0.1318181818181818,6.654825465860735e-06,0.14895204616302982,0.0635135135135135,0.43443499999999996,0.16,0.4
8070,15700654,Liardet,617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0,0,3,DIAMOND,635,1,False,True,False,0,396,1.0841383381657017,27148,1936,380689,81,36-45,Fair,1,0,0,Loyal,-0.3469149734587316,0.48422460429935044,1.378685672134612,-0.4380016403215897,-0.813736895079993,0.12608761591039352,1.572659577958346,-0.60802171132644,0.23286270786978105,0.32994497474715534,-0.4126623079627808,1.5797466633142794,-0.7877756916800193,0.5339999999999999,0.35135135135135137,0.9,0.19592452856058012,0.2664383948667098,0.5856980703745743,0.44999999999999996,5.420424458324427e-06,0.3014525436094714,0.198034398034398,0.43031499999999995,0.81,0.0
8071,15583764,Wilkes,791,Germany,Male,31,1,130240.33,1,0,0,96546.55,0,0,1,GOLD,608,1,False,True,False,1,31,0.7412896505279852,24521,961,625681,1,26-35,Excellent,1,0,0,New,1.4534240002539935,-0.7553720748175714,-1.3875375865624426,0.8615282712681773,-0.06162122606074088,0.006572868462425636,-1.2803829574538705,-0.608027533914299,-0.1010025895789232,-0.704081372101026,1.5375625244465214,-1.0804312659848354,-0.7877756916800193,0.882,0.1756756756756757,0.1,0.5190965383594591,0.48272094985071073,0.5550510783200908,0.035227272727272725,3.7061165613514067e-06,0.25789281687338333,0.07825552825552826,0.838635,0.01,0.0
8072,15688849,Martin,609,France,Male,48,1,108019.27,3,1,1,184524.65,1,1,5,PLATINUM,559,1,True,False,False,2,48,1.7082409625526764,29232,2304,370881,1,46-55,Fair,1,1,0,New,-0.42968917914667304,0.8656389671045572,-1.3875375865624426,0.5053889243793394,1.4682300223686555,-0.21032426579499758,-1.1475015242976851,-0.6080111122123276,0.49771816271679276,0.7202236369421612,-0.4907375314650602,-1.0804312659848354,-0.4777620394506622,0.5179999999999999,0.40540540540540543,0.1,0.43053045959815806,0.9226534634057552,0.49943246311010214,0.05454545454545454,8.541054917434515e-06,0.33600848975260333,0.2432432432432432,0.4139683333333333,0.01,0.1
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,1,3,DIAMOND,744,1,False,True,False,0,204,1.540796086051627,39780,2601,608400,16,46-55,Excellent,1,0,0,Regular,1.339609467433074,1.1516997392084622,-0.35020386455104724,0.8051917015697913,1.6548950333482642,0.6085730778299676,0.07188103878260477,-0.608013955923096,1.8382629504933183,1.035203970289761,1.3999995210469607,-0.5816479042412513,-0.7877756916800193,0.86,0.445945945945946,0.4,0.5050865472909739,0.9763318896954658,0.7094211123723042,0.2318181818181818,7.70379905371441e-06,0.5109106586190887,0.2797297297297297,0.8098333333333334,0.16,0.0
8074,15601030,Patel,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0,0,2,SILVER,971,0,False,True,False,3,170,1.7851918606466994,26418,1156,603729,25,26-35,Excellent,1,5,0,Regular,1.308569140300096,-0.4693113027136664,-0.004425957213915414,0.32387214036823936,1.2611943186598609,1.6133822508184386,-0.1938818275297661,-0.6080098053577847,0.14008704470360134,-0.4972761027313897,1.3628166734756775,-0.28237788719510093,0.762292569466766,0.854,0.21621621621621623,0.5,0.3853901797339311,0.8631171276856938,0.9670828603859252,0.19318181818181818,8.925823875398693e-06,0.28934801353054324,0.1022113022113022,0.8020483333333335,0.25,0.5
8075,15789557,Howell-Price,817,Germany,Female,27,7,129810.6,1,1,1,59259.44,0,0,5,SILVER,675,0,False,True,False,3,189,0.45650342496356255,22059,729,667489,49,26-35,Excellent,1,7,0,Loyal,1.7224401687398032,-1.1367864376227783,0.6871298574603482,0.8546409417916114,-0.7100068104712275,0.3031465010184941,-0.04536728459050003,-0.6080323704292958,-0.41389804535308,-0.9501266156587471,1.870369309130789,0.5156754915946334,1.38231987392548,0.934,0.12162162162162166,0.7000000000000001,0.5173837712355643,0.2962675935551845,0.6311010215664018,0.21477272727272725,2.2821318910349315e-06,0.21706904556609408,0.049754299754299756,0.908315,0.49,0.7000000000000001
8076,15745250,Simpson,850,France,Male,58,8,156652.13,1,0,0,25899.21,1,1,3,PLATINUM,451,1,True,False,False,2,464,0.16532839145952588,49300,3364,722500,64,56+,Excellent,1,0,0,Loyal,2.063883767202561,1.8191748741175742,1.03290776479748,1.2848330642059855,-1.2901078755475568,-0.6883832555868692,2.104185310583088,-0.6080373154452053,3.048159270139936,1.8443958704386456,2.3082767438864877,1.0144588533382175,-0.7877756916800193,0.9999999999999999,0.5405405405405406,0.8,0.6243655740862755,0.12945051252394602,0.376844494892168,0.5272727272727272,8.262019798642827e-07,0.6687669960867547,0.37346437346437344,1.0,0.64,0.0
8077,15590349,Rowland,732,France,Female,36,9,0.0,1,0,0,3749.0,1,1,1,SILVER,748,0,True,False,False,3,324,3749.0,26352,1296,535824,81,36-45,Good,0,0,1,Loyal,0.8429642333054258,-0.27860412131106305,1.378685672134612,-1.2258476714090278,-1.675277894239405,0.6262789663407777,1.009867625767443,-0.5443709809034882,0.13169910803378235,-0.34880052472242007,0.8222683402862113,1.5797466633142794,-0.7877756916800193,0.7639999999999999,0.24324324324324326,0.9,0.0,0.018688884788497298,0.713961407491487,0.36818181818181817,0.018745704376271564,0.2882536313590237,0.1194103194103194,0.6888733333333332,0.81,0.0
8078,15741693,Barnard,693,France,Male,40,4,130661.96,1,1,1,101918.96,0,0,3,SILVER,910,1,True,False,False,3,160,0.7800141677488402,27720,1600,480249,16,36-45,Good,1,4,0,Regular,0.4394399805767116,0.10281024149414371,-0.35020386455104724,0.8682857811632382,0.03179961555296275,1.3433674510285851,-0.2720473764451693,-0.6080268762571109,0.3055581590082123,-0.02639641247437176,0.37987126176468017,-0.5816479042412513,0.452278917237409,0.686,0.2972972972972973,0.4,0.5207770214591909,0.5095855654214978,0.8978433598183881,0.18181818181818182,3.899746428029877e-06,0.310937189095974,0.15675675675675674,0.5962483333333333,0.16,0.4
8079,15618446,Nnonso,576,France,Female,50,8,0.0,2,1,1,57802.62,0,0,4,PLATINUM,905,0,True,False,False,2,400,57802.62,28800,2500,331776,64,46-55,Fair,0,8,0,Loyal,-0.7711327776094312,1.0563461485071606,1.03290776479748,-1.2258476714090278,-0.7353394545694396,1.3212350903900725,1.6039257975245074,0.37361984973354806,0.4428153045143412,0.9280894461547187,-0.8020274595907368,1.0144588533382175,1.6923335261548371,0.45200000000000007,0.4324324324324324,0.8,0.0,0.2889827978571954,0.8921679909194098,0.45454545454545453,0.2890239669662576,0.32884526099356637,0.2673218673218673,0.34879333333333334,0.64,0.8
8080,15766552,Rossi,643,France,Male,37,6,0.0,2,0,0,142454.77,0,0,1,DIAMOND,604,1,True,False,False,0,222,142454.77,23791,1369,413449,36,36-45,Fair,0,0,0,Loyal,-0.07789880497292212,-0.18325053060976135,0.3413519501232164,-1.2258476714090278,0.7366768467570555,-0.011133020048384424,0.2125790268303305,1.811264497653724,-0.19377825274510294,-0.27138111618917166,-0.1518808722027203,0.08339657808352734,-0.7877756916800193,0.586,0.25675675675675674,0.6000000000000001,0.0,0.7122839731194328,0.5505107832009081,0.25227272727272726,0.7123006323682581,0.24578828679445514,0.12837837837837837,0.48491500000000004,0.36,0.0
8081,15668775,Pendred,757,France,Male,47,3,130747.1,1,1,0,143829.54,0,0,1,SILVER,303,1,True,False,False,3,141,1.1000507081938475,35579,2209,573049,9,46-55,Excellent,1,0,0,Regular,1.1016336260802426,0.7702853764032556,-0.695981771888179,0.8696503292088362,0.7605827233422887,-1.3435011304868414,-0.4205619193844354,-0.608021441087189,1.3043580724643855,0.6194723518646461,1.118592789192446,-0.8144134730549238,-0.7877756916800193,0.814,0.39189189189189194,0.30000000000000004,0.5211163624242816,0.7191584796348052,0.20885357548240632,0.16022727272727272,5.4999893001406875e-06,0.44125157524706504,0.23157248157248156,0.750915,0.09,0.0
8082,15757895,Martin,569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0,0,4,GOLD,644,1,False,True,False,1,180,0.413717314813052,17070,900,323761,36,26-35,Fair,1,6,0,Loyal,-0.84356020758638,-0.8507256655188732,0.3413519501232164,0.48311476907265416,-0.9733555759357455,0.16592586505971615,-0.11571627861436291,-0.6080330970643814,-1.04794980362167,-0.7687743025192199,-0.865829755305538,0.08339657808352734,1.072306221696123,0.43800000000000006,0.16216216216216217,0.6000000000000001,0.4249912384745536,0.22053756133710767,0.5959137343927355,0.20454545454545453,2.0681932960904345e-06,0.13434370232804937,0.07076167076167075,0.335435,0.36,0.6000000000000001
8083,15774551,K?,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0,0,2,SILVER,776,1,False,False,True,3,108,1.6687223508028997,27792,1296,595984,9,36-45,Excellent,1,3,0,Regular,1.2568352617451328,-0.27860412131106305,-0.695981771888179,0.5696666059597183,1.5103757435290164,0.7502201859164481,-0.6785082308052659,-0.6080117833555966,0.31470863537528754,-0.34880052472242007,1.3011636753083493,-0.8144134730549238,0.1422652650080519,0.844,0.24324324324324326,0.30000000000000004,0.4465152763817374,0.9347731208330395,0.7457434733257662,0.12272727272727273,8.343454428814182e-06,0.3121310605558135,0.1194103194103194,0.78914,0.09,0.30000000000000004
8084,15684011,Miller,576,Germany,Male,29,7,130575.26,1,0,1,173629.78,0,0,3,PLATINUM,233,1,False,True,False,2,203,1.3297193532729457,16704,841,331776,49,26-35,Fair,1,7,0,Loyal,-0.7711327776094312,-0.9460792562201749,0.6871298574603482,0.8668962308278687,1.2787791195760745,-1.6533541794260174,0.06406448389106445,-0.6080175406322285,-1.0944647251543025,-0.8313461532515714,-0.8020274595907368,0.5156754915946334,1.38231987392548,0.45200000000000007,0.14864864864864863,0.7000000000000001,0.5204314628301874,0.868173910608463,0.1293984108967083,0.23068181818181818,6.648375705405956e-06,0.12827485574053193,0.0635135135135135,0.34879333333333334,0.49,0.7000000000000001
8085,15736146,Afamefula,608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0,0,3,PLATINUM,988,1,False,True,False,2,112,0.5082032393018213,17024,784,369664,16,26-35,Fair,1,4,0,Regular,-0.4400359548576657,-1.0414328469214764,-0.35020386455104724,0.3236485622000917,-0.8860876583536391,1.6886322769893813,-0.6472420112391046,-0.6080314924130683,-1.0537959413006346,-0.8917969242980804,-0.5004252911512627,-0.5816479042412513,0.452278917237409,0.5159999999999999,0.13513513513513514,0.4,0.38533457947009486,0.2456328079331576,0.9863791146424516,0.12727272727272726,2.5406406827785637e-06,0.13358095111759632,0.056511056511056514,0.41194000000000003,0.16,0.4
